identifier,labels,de,de-CH,en-GH,en-US,es,es-AR,es-CO,fr,fr-CA,nl,source
HomeHOME26,parent_survey_child,Die Hälfte der Zeit,Die Hälfte der Zeit,,,La mitad del tiempo,La mitad del tiempo,La mitad del tiempo,La moitié du temps,La moitié du temps,De helft van de tijd,Half the time
HomeHOME26,parent_survey_child,Weniger als die Hälfte der Zeit,Weniger als die Hälfte der Zeit,,,Menos de la mitad del tiempo,Menos de la mitad del tiempo,Menos de la mitad del tiempo,Moins de la moitié du temps,Moins de la moitié du temps,Minder dan de helft van de tijd,Less than half the time
HomeHOME26,parent_survey_child,Fast nie,Fast nie,Almost never,Almost never,Casi nunca,Casi nunca,Casi nunca,Presque jamais,Presque jamais,Bijna nooit,Almost never
HomeHOME27,parent_survey_child,"Wie oft wird von Ihrem Kind erwartet, dass es hinter sich selbst aufräumt?", dass es hinter sich selbst aufräumt?", dass es hinter sich selbst aufräumt?",,,¿Con qué frecuencia debe recoger lo que ensucia?,¿Con qué frecuencia debe recoger lo que ensucia?,¿Con qué frecuencia debe recoger lo que ensucia?,À quelle fréquence est-il attendu de votre enfant qu’il ramasse ce qu'il laisse derrière lui?,À quelle fréquence est-il attendu de votre enfant qu’il ramasse ce qu'il laisse derrière lui?,Hoe vaak wordt van uw kind verwacht dat hij/zij zijn/haar eigen rotzooi opruimt?,How often is your child expected to pick up after him/herself ?
HomeHOME27,parent_survey_child,Fast immer,Fast immer,,,Casi siempre,Casi siempre,Casi siempre,Presque toujours,Presque toujours,Bijna altijd,Almost always
HomeHOME27,parent_survey_child,Mehr als die Hälfte der Zeit,Mehr als die Hälfte der Zeit,,,Más de la mitad del tiempo,Más de la mitad del tiempo,Más de la mitad del tiempo,Plus de la moitié du temps,Plus de la moitié du temps,Meer dan de helft van de tijd,More than half the time
HomeHOME27,parent_survey_child,Die Hälfte der Zeit,Die Hälfte der Zeit,,,La mitad del tiempo,La mitad del tiempo,La mitad del tiempo,La moitié du temps,La moitié du temps,De helft van de tijd,Half the time
HomeHOME27,parent_survey_child,Weniger als die Hälfte der Zeit,Weniger als die Hälfte der Zeit,,,Menos de la mitad del tiempo,Menos de la mitad del tiempo,Menos de la mitad del tiempo,Moins de la moitié du temps,Moins de la moitié du temps,Minder dan de helft van de tijd,Less than half the time
HomeHOME27,parent_survey_child,Fast nie,Fast nie,Almost never,Almost never,Casi nunca,Casi nunca,Casi nunca,Presque jamais,Presque jamais,Bijna nooit,Almost never
HomeHOME28,parent_survey_child,"Gibt es ein Musikinstrument (z. B. Klavier, Trommel, das Ihr Kind zu Hause spielen kann?", das Ihr Kind zu Hause spielen kann?","Gibt es ein Musikinstrument (z. B. Klavier, Trommel, Gitarre usw.), das Ihr Kind zu Hause spielen kann?",,,"¿Hay algún instrumento musical (por ejemplo, piano, batería, guitarra, etc.) en su casa que su niño(a) pueda utilizar?","¿Hay algún instrumento musical (por ejemplo, piano, batería, guitarra, etc.) en su casa que su niño(a) pueda utilizar?","¿Hay algún instrumento musical (por ejemplo, piano, batería, guitarra, etc.) en su casa que su niño(a) pueda utilizar?","Y a-t-il un instrument de musique (piano, tambour, guitare, etc.) que votre enfant peut utiliser à la maison?","Y a-t-il un instrument de musique (piano, tambour, guitare, etc.) que votre enfant peut utiliser à la maison?","Is er een muziekinstrument (bijvoorbeeld piano, drum, gitaar, etc.) dat uw kind thuis kan gebruiken?","Is there a musical instrument (e.g. piano, drum, guitar, etc.) that your child can use at home?"
HomeHOME28,parent_survey_child,Ja,Ja,,,Sí,Sí,Sí,Oui,Oui,Ja,Yes
HomeHOME28,parent_survey_child,Nein,Nein,No,No,No,No,No,Non,Non,Nee,No
HomeHOME29,parent_survey_child,Wie oft liest Ihr Kind zum Vergnügen?,Wie oft liest Ihr Kind zum Vergnügen?,,,¿Con qué frecuencia lee su niño(a) por gusto?,¿Con qué frecuencia lee su niño(a) por gusto?,¿Con qué frecuencia lee su niño(a) por gusto?,À quelle fréquence votre enfant lit-il pour se divertir?,À quelle fréquence votre enfant lit-il pour se divertir?,Hoe vaak leest uw kind voor zijn plezier?,How often does your child read for enjoyment?
HomeHOME29,parent_survey_child,Täglich,Täglich,,,Todos los días,Todos los días,Todos los días,Tous les jours,Tous les jours,Elke dag,Every day
HomeHOME29,parent_survey_child,Mehrmals in der Woche,Mehrmals in der Woche,,,Varias veces a la semana,Varias veces a la semana,Varias veces a la semana,Plusieurs fois par semaine,Plusieurs fois par semaine,Meerdere keren per week,Several times a week
HomeHOME29,parent_survey_child,Mehrmals im Monat,Mehrmals im Monat,,,Varias veces al mes,Varias veces al mes,Varias veces al mes,Plusieurs fois par mois,Plusieurs fois par mois,Meerdere keren per maand,Several times a month
HomeHOME29,parent_survey_child,Mehrmals im Jahr,Mehrmals im Jahr,,,Varias veces al año,Varias veces al año,Varias veces al año,Plusieurs fois par an,Plusieurs fois par an,Meerdere keren per jaar,Several times a year
HomeHOME29,parent_survey_child,Nie,Nie,Never,Never,Nunca,Nunca,Nunca,Jamais,Jamais,Nooit,Never
HomeHOME30,parent_survey_child,"Ermutigt Ihre Familie Ihr Kind, ein Hobby anzufangen und fortzuführen?", ein Hobby anzufangen und fortzuführen?", ein Hobby anzufangen und fortzuführen?",,,¿Su familia anima a su niño(a) a iniciar y tener unos pasatiempos?,¿Su familia anima a su niño(a) a iniciar y tener unos pasatiempos?,¿Su familia anima a su niño(a) a iniciar y tener unos pasatiempos?,Votre famille encourage-t-elle votre enfant à commencer et à poursuivre des passe-temps ?,Votre famille encourage-t-elle votre enfant à commencer et à poursuivre des passe-temps ?,Moedigt uw gezin uw kind aan om hobbies te beginnen en voort te zetten?,Does your family encourage your child to start and keep doing hobbies?
HomeHOME30,parent_survey_child,Ja,Ja,,,Sí,Sí,Sí,Oui,Oui,Ja,Yes
HomeHOME30,parent_survey_child,Nein,Nein,No,No,No,No,No,Non,Non,Nee,No
HomeHOME31,parent_survey_child,"Bekommt Ihr Kind speziellen Unterricht oder gehört es einer Organisation an, die Aktivitäten wie Sport, Kunst, Kunst, Tanz, Theater usw. fördert?","Bekommt Ihr Kind speziellen Unterricht oder gehört es einer Organisation an, die Aktivitäten wie Sport, Musik, Kunst, Tanz, Theater usw. fördert?",,,"¿Su niño(a) recibe lecciones especiales o pertenece a alguna organización que fomente actividades como el deporte, la música, el arte, la danza, el teatro, etc.?","¿Su niño(a) recibe lecciones especiales o pertenece a alguna organización que fomente actividades como el deporte, la música, el arte, la danza, el teatro, etc.?","¿Su niño(a) recibe lecciones especiales o pertenece a alguna organización que fomente actividades como el deporte, la música, el arte, la danza, el teatro, etc.?","Votre enfant reçoit-il des leçons spéciales ou fait-il partie d'une organisation qui encourage des activités telles que le sport, la musique, l'art, la danse, le théâtre, etc.?","Votre enfant reçoit-il des leçons spéciales ou fait-il partie d'une organisation qui encourage des activités telles que le sport, la musique, l'art, la danse, le théâtre, etc.?","Krijgt uw kind speciale lessen of is het lid van een organisatie die activiteiten als sport, muziek, kunst, dans, drama, etc. stimuleert?","Does your child get special lessons or belong to any organization that encourages activities such as sports, music, art, dance, drama, etc.?"
HomeHOME31,parent_survey_child,Ja,Ja,,,Sí,Sí,Sí,Oui,Oui,Ja,Yes
HomeHOME31,parent_survey_child,Nein,Nein,No,No,No,No,No,Non,Non,Nee,No
HomeHOME32,parent_survey_child,"Wie oft hat ein Familienmitglied Ihr Kind im letzten Jahr zu einer Musik- oder Theateraufführung mitgenommen oder dafür gesorgt, dass es mitgenommen wird?", dass es mitgenommen wird?", dass es mitgenommen wird?",,,¿Con qué frecuencia ha llevado o programado algún miembro de la familia a su niño(a) a algún tipo de representación musical o teatral en el último año?,¿Con qué frecuencia ha llevado o programado algún miembro de la familia a su niño(a) a algún tipo de representación musical o teatral en el último año?,¿Con qué frecuencia ha llevado o programado algún miembro de la familia a su niño(a) a algún tipo de representación musical o teatral en el último año?,À quelle fréquence un membre de la famille a-t-il emmené ou organisé pour emmener votre enfant assister à une représentation musicale ou théâtrale au cours de la dernière année ?,À quelle fréquence un membre de la famille a-t-il emmené ou organisé pour emmener votre enfant assister à une représentation musicale ou théâtrale au cours de la dernière année ?,Hoe vaak heeft een familielid uw kind meegenomen of ervoor gezorgd dat hij/zij in het afgelopen jaar naar een soort muziek- of theatervoorstelling kon gaan?,How often has a family member taken or arranged to take your child to any type of musical or theatrical performance within the last year?
HomeHOME32,parent_survey_child,Etwa einmal in der Woche oder öfter,Etwa einmal in der Woche oder öfter,,,Una vez a la semana o más,Una vez a la semana o más,Una vez a la semana o más,Environ une fois par semaine ou plus,Environ une fois par semaine ou plus,Ongeveer één keer per week of vaker,About once a week or more
HomeHOME32,parent_survey_child,Etwa einmal im Monat oder öfter,Etwa einmal im Monat oder öfter,,,Una vez al mes o más,Una vez al mes o más,Una vez al mes o más,Environ une fois par mois ou plus,Environ une fois par mois ou plus,Ongeveer één keer per maand of vaker,About once a month or more
HomeHOME32,parent_survey_child,Mehrere Male,Mehrere Male,,,Varias veces,Varias veces,Varias veces,Plusieurs fois,Plusieurs fois,Meerdere keren,Several times
HomeHOME32,parent_survey_child,Ein oder zweimal,Ein oder zweimal,,,Una o dos veces,Una o dos veces,Una o dos veces,Une ou deux fois,Une ou deux fois,Een of twee keer,Once or twice
HomeHOME32,parent_survey_child,Nie,Nie,Never,Never,Nunca,Nunca,Nunca,Jamais,Jamais,Nooit,Never
HomeHOME33,parent_survey_child,"Wenn Ihre Familie fernsieht oder Inhalte im Internet ansieht, sprechen Sie oder ein anderer Erwachsener im Haushalt mit Ihrem Kind darüber?", sprechen Sie oder ein anderer Erwachsener im Haushalt mit Ihrem Kind darüber?", sprechen Sie oder ein anderer Erwachsener im Haushalt mit Ihrem Kind darüber?",,,"Cuando su familia ve la televisión o ve contenidos en Internet, ¿usted u otro adulto de la casa lo comentan con su niño(a)?","Cuando su familia ve la televisión o ve contenidos en Internet, ¿usted u otro adulto de la casa lo comentan con su niño(a)?","Cuando su familia ve la televisión o ve contenidos en Internet, ¿usted u otro adulto de la casa lo comentan con su niño(a)?","Lorsque votre famille regarde la télévision ou regarde du contenu en ligne, vous ou un autre adulte de la maison en discutez-vous avec votre enfant ?","Lorsque votre famille regarde la télévision ou regarde du contenu en ligne, vous ou un autre adulte de la maison en discutez-vous avec votre enfant ?","Als uw gezin tv kijkt of online inhoud bekijkt, bespreekt u of een andere volwassene in huis dit dan met uw kind?","When your family watches TV or views content online, do you or another adult in the home discuss it with your child?"
HomeHOME33,parent_survey_child,Fast immer,Fast immer,,,Casi siempre,Casi siempre,Casi siempre,Presque toujours,Presque toujours,Bijna altijd,Almost always
HomeHOME33,parent_survey_child,Mehr als die Hälfte der Zeit,Mehr als die Hälfte der Zeit,,,Más de la mitad de las veces,Más de la mitad de las veces,Más de la mitad de las veces,Plus de la moitié du temps,Plus de la moitié du temps,Meer dan de helft van de tijd,More than half the time
HomeHOME33,parent_survey_child,Die Hälfte der Zeit,Die Hälfte der Zeit,,,La mitad de las veces,La mitad de las veces,La mitad de las veces,La moitié du temps,La moitié du temps,De helft van de tijd,Half the time
HomeHOME33,parent_survey_child,Weniger als die Hälfte der Zeit,Weniger als die Hälfte der Zeit,,,Menos de la mitad de las veces,Menos de la mitad de las veces,Menos de la mitad de las veces,Moins de la moitié du temps,Moins de la moitié du temps,Minder dan de helft van de tijd,Less than half the time
HomeHOME33,parent_survey_child,Fast nie,Fast nie,Almost never,Almost never,Casi nunca,Casi nunca,Casi nunca,Presque jamais,Presque jamais,Bijna nooit,Almost never
HomeHOME34,parent_survey_child,"Wie oft wird von Ihrem Kind erwartet, dass es verschüttete Flüssigkeiten aufwischt?", dass es verschüttete Flüssigkeiten aufwischt?", dass es verschüttete Flüssigkeiten aufwischt?",,,¿Con qué frecuencia se espera que su niño(a) limpie lo que derrama?,¿Con qué frecuencia se espera que su niño(a) limpie lo que derrama?,¿Con qué frecuencia se espera que su niño(a) limpie lo que derrama?,À quelle fréquence est-il attendu de votre enfant qu'il nettoie les dégâts ?,À quelle fréquence est-il attendu de votre enfant qu'il nettoie les dégâts ?,Hoe vaak wordt van uw kind verwacht dat hij/zij iets schoonmaakt wat gemorst is?,How often is your child expected to clean up after spills?
HomeHOME34,parent_survey_child,Fast immer,Fast immer,,,Casi siempre,Casi siempre,Casi siempre,Presque toujours,Presque toujours,Bijna altijd,Almost always
HomeHOME34,parent_survey_child,Mehr als die Hälfte der Zeit,Mehr als die Hälfte der Zeit,,,Más de la mitad de las veces,Más de la mitad de las veces,Más de la mitad de las veces,Plus de la moitié du temps,Plus de la moitié du temps,Meer dan de helft van de tijd,More than half the time
HomeHOME34,parent_survey_child,Die Hälfte der Zeit,Die Hälfte der Zeit,,,La mitad de las veces,La mitad de las veces,La mitad de las veces,La moitié du temps,La moitié du temps,De helft van de tijd,Half the time
HomeHOME34,parent_survey_child,Weniger als die Hälfte der Zeit,Weniger als die Hälfte der Zeit,,,Menos de la mitad de las veces,Menos de la mitad de las veces,Menos de la mitad de las veces,Moins de la moitié du temps,Moins de la moitié du temps,Minder dan de helft van de tijd,Less than half the time
HomeHOME34,parent_survey_child,Fast nie,Fast nie,Almost never,Almost never,Casi nunca,Casi nunca,Casi nunca,Presque jamais,Presque jamais,Bijna nooit,Almost never
HomeHOME35,parent_survey_child,"Wie oft wird von Ihrem Kind erwartet, dass es sich selbst badet?", dass es sich selbst badet?", dass es sich selbst badet?",,,¿Con qué frecuencia se espera que su niño(a) se bañe solo?,¿Con qué frecuencia se espera que su niño(a) se bañe solo?,¿Con qué frecuencia se espera que su niño(a) se bañe solo?,À quelle fréquence est-il attendu de votre enfant qu'il se lave lui-même ?,À quelle fréquence est-il attendu de votre enfant qu'il se lave lui-même ?,Hoe vaak wordt van uw kind verwacht dat hij/zij zichzelf wast?,How often is your child expected to bathe him/herself?
